case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
OOS_046,PlanExecute,Adversarial,easy,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.667,1.0,0.0,58.3,cancel_order,cancel_order|query_order,False,True,True,True,75.0,23682,40.15,100.0,0,,60.7,60.7,30.14,0.3056
OOS_047,PlanExecute,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,24373,45.81,100.0,0,,61.5,61.5,25.29,0.3621
OOS_048,PlanExecute,Adversarial,hard,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,41483,69.4,75.8,0,,56.7,56.7,39.0,0.177
OOS_049,PlanExecute,Adversarial,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,18603,35.25,100.0,0,,61.5,61.5,19.04,0.4246
OOS_050,PlanExecute,Adversarial,easy,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,23619,41.36,100.0,0,,61.5,61.5,25.13,0.3637
OOS_001,ReAct,Adversarial,hard,1,2,1,3,22.5,100.0,True,,,,,53.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32518,46.55,100.0,0,,63.4,63.4,37.06,0.2634
OOS_002,ReAct,Adversarial,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32399,44.76,100.0,0,,59.7,59.7,37.03,0.2267
OOS_003,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32629,48.44,100.0,0,,58.2,58.2,37.08,0.2112
OOS_004,ReAct,Adversarial,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32459,50.38,100.0,0,,59.7,59.7,37.05,0.2265
OOS_005,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32464,49.74,100.0,0,,58.2,58.2,47.05,0.1115
OOS_006,ReAct,Adversarial,medium,1,2,1,3,22.5,100.0,True,,,,,53.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32382,49.9,100.0,0,,63.4,63.4,37.03,0.2637
OOS_007,ReAct,Adversarial,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32456,50.45,100.0,0,,59.7,59.7,37.05,0.2265
OOS_008,ReAct,Adversarial,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32393,49.04,100.0,0,,61.5,61.5,47.03,0.1447
OOS_009,ReAct,Adversarial,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32319,49.52,100.0,0,,65.7,65.7,37.02,0.2868
OOS_010,ReAct,Adversarial,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,32368,49.39,100.0,0,,58.2,58.2,47.03,0.1117
OOS_011,ReAct,Adversarial,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,32282,48.83,100.0,0,,59.7,59.7,37.01,0.2269
OOS_012,ReAct,Adversarial,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32293,48.34,100.0,0,,69.0,69.0,37.01,0.3199
OOS_013,ReAct,Adversarial,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32399,41.36,100.0,0,,72.0,72.0,47.03,0.2497
OOS_014,ReAct,Adversarial,easy,1,1,1,2,5.0,50.0,True,False,,,,23.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32338,49.84,100.0,0,,48.2,48.2,47.02,0.0118
OOS_015,ReAct,Adversarial,easy,1,1,1,2,5.0,50.0,True,False,,,,23.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32323,50.02,100.0,0,,48.2,48.2,47.02,0.0118
OOS_016,ReAct,Adversarial,hard,1,3,2,3,42.5,100.0,True,True,,,,65.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,32386,48.79,100.0,0,,69.4,69.4,47.03,0.2237
OOS_017,ReAct,Adversarial,hard,1,5,5,3,90.0,100.0,True,True,,,,94.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,24320,39.45,100.0,0,,87.0,87.0,35.28,0.5172
OOS_018,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,28275,44.57,100.0,0,,61.5,61.5,46.14,0.1536
OOS_019,ReAct,Adversarial,hard,1,5,3,4,80.0,100.0,True,True,,,,88.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,22039,33.48,100.0,0,,80.7,80.7,34.78,0.4592
OOS_020,ReAct,Adversarial,medium,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15991,21.24,100.0,0,,74.9,74.9,23.47,0.5143
OOS_021,ReAct,Adversarial,medium,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,22058,34.56,100.0,0,,65.7,65.7,34.79,0.3091
OOS_022,ReAct,Adversarial,medium,1,2,2,2,25.0,100.0,True,True,,,,55.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,26271,41.67,100.0,0,,64.2,64.2,35.7,0.285
OOS_023,ReAct,Adversarial,medium,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,21958,33.06,100.0,0,,70.9,70.9,34.77,0.3613
OOS_024,ReAct,Adversarial,easy,1,5,4,5,92.5,100.0,True,True,,,,95.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,21925,32.63,100.0,0,,84.4,84.4,34.76,0.4964
OOS_025,ReAct,Adversarial,easy,1,5,4,3,82.5,100.0,True,True,,,,89.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,21927,32.93,100.0,0,,81.4,81.4,34.76,0.4664
OOS_026,ReAct,Adversarial,easy,1,4,2,4,60.0,100.0,True,True,,,,76.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,21914,33.29,100.0,0,,74.7,74.7,34.76,0.3994
OOS_027,ReAct,Adversarial,easy,1,1,1,2,5.0,50.0,True,False,,,,23.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,21964,33.28,100.0,0,,51.5,51.5,34.77,0.1673
OOS_028,ReAct,Adversarial,hard,1,2,2,2,25.0,100.0,True,,,,,55.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,22077,34.17,100.0,0,,64.2,64.2,34.79,0.2941
OOS_029,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,32573,50.97,100.0,0,,58.2,58.2,47.07,0.1113
OOS_030,ReAct,Adversarial,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,32506,49.77,100.0,0,,65.7,65.7,37.06,0.2864
OOS_031,ReAct,Adversarial,medium,1,5,3,3,75.0,100.0,True,,,,,85.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,21968,33.86,100.0,0,,79.2,79.2,34.77,0.4443
OOS_032,ReAct,Adversarial,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,22008,33.44,100.0,0,,65.7,65.7,34.78,0.3092
OOS_033,ReAct,Adversarial,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,32404,50.87,100.0,0,,59.7,59.7,37.03,0.2267
OOS_034,ReAct,Adversarial,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,32238,49.48,100.0,0,,59.7,59.7,47.0,0.127
OOS_035,ReAct,Adversarial,easy,1,3,2,4,47.5,100.0,True,,,,,68.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,21884,33.52,100.0,0,,70.9,70.9,34.75,0.3615
OOS_036,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32375,49.1,100.0,0,,51.5,51.5,47.03,0.0447
OOS_037,ReAct,Adversarial,hard,1,5,5,3,90.0,100.0,True,True,,,,94.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,22077,34.13,100.0,0,,77.0,77.0,34.79,0.4221
OOS_038,ReAct,Adversarial,medium,1,1,1,5,20.0,100.0,True,,,,,52.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,21956,32.98,100.0,0,,56.0,56.0,34.77,0.2123
OOS_039,ReAct,Adversarial,medium,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,22094,34.15,100.0,0,,51.5,51.5,34.8,0.167
OOS_040,ReAct,Adversarial,easy,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32325,49.19,100.0,0,,53.0,53.0,47.02,0.0598
OOS_041,ReAct,Adversarial,easy,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32299,49.87,100.0,0,,53.0,53.0,47.01,0.0599
OOS_042,ReAct,Adversarial,hard,1,5,3,3,75.0,100.0,True,True,,,,85.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,False,True,False,50.0,32419,51.34,100.0,0,,79.2,79.2,47.04,0.3216
OOS_043,ReAct,Adversarial,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32342,48.37,100.0,0,,63.0,63.0,47.02,0.1598
OOS_044,ReAct,Adversarial,medium,1,5,5,4,95.0,100.0,True,,,,,97.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,False,True,False,50.0,21939,33.29,100.0,0,,85.2,85.2,34.76,0.5044
OOS_045,ReAct,Adversarial,medium,1,5,5,4,95.0,100.0,True,,,,,97.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,False,True,False,50.0,21947,32.86,100.0,0,,85.2,85.2,34.76,0.5044
OOS_046,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,False,True,False,50.0,32318,49.01,100.0,0,,86.7,86.7,47.02,0.3968
OOS_047,ReAct,Adversarial,hard,1,1,1,2,5.0,50.0,True,False,,,,23.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32536,50.52,100.0,0,,41.5,41.5,47.06,-0.0556
OOS_048,ReAct,Adversarial,hard,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32544,50.51,100.0,0,,51.5,51.5,37.06,0.1444
OOS_049,ReAct,Adversarial,medium,1,1,1,3,10.0,100.0,,,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,22100,34.45,100.0,0,,53.0,53.0,34.8,0.182
OOS_050,ReAct,Adversarial,easy,1,1,1,1,0.0,100.0,,,,,,40.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,32300,48.88,100.0,0,,50.0,50.0,47.01,0.0299
OOS_001,Reflection,Adversarial,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25948,253.12,20.8,0,,52.3,52.3,20.63,0.3167
OOS_002,Reflection,Adversarial,hard,1,1,1,4,15.0,100.0,True,,,,,49.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25870,169.19,31.1,0,,57.4,57.4,20.62,0.3678
OOS_003,Reflection,Adversarial,hard,1,2,1,4,27.5,100.0,True,,,,,56.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,26039,170.82,30.8,0,,61.1,61.1,20.65,0.4045
OOS_004,Reflection,Adversarial,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25919,169.94,30.9,0,,61.8,61.8,20.63,0.4117
OOS_005,Reflection,Adversarial,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25916,170.27,30.9,0,,55.8,55.8,20.63,0.3517
OOS_006,Reflection,Adversarial,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25855,169.42,36.8,0,,55.5,55.5,20.61,0.3489
OOS_007,Reflection,Adversarial,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25910,169.29,36.8,0,,63.0,63.0,20.62,0.4238
OOS_008,Reflection,Adversarial,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25869,169.16,36.8,0,,66.4,66.4,20.62,0.4578
OOS_009,Reflection,Adversarial,medium,1,2,1,4,27.5,100.0,True,,,,,56.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25813,169.34,36.8,0,,62.3,62.3,20.6,0.417
OOS_010,Reflection,Adversarial,medium,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25846,169.09,36.9,0,,64.5,64.5,20.61,0.4389
OOS_011,Reflection,Adversarial,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25795,168.7,32.9,0,,62.2,62.2,20.6,0.416
OOS_012,Reflection,Adversarial,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25810,168.57,32.9,0,,65.6,65.6,20.6,0.45
OOS_013,Reflection,Adversarial,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,38172,163.69,33.9,0,,67.3,67.3,28.29,0.3901
