w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.05,0.1,0.7,0.15,67.74,94.81,83.75,93.49,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.1,0.75,0.1,66.0,94.93,87.53,94.22,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.1,0.8,0.05,64.26,95.06,91.32,94.95,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.15,0.05,0.75,87.91,92.05,36.6,83.31,PlanExecute,ReAct,Single-slot,Reflection
0.05,0.15,0.1,0.7,86.16,92.17,40.42,84.04,PlanExecute,ReAct,Single-slot,Reflection
0.05,0.15,0.15,0.65,84.42,92.29,44.24,84.77,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.2,0.6,82.67,92.41,48.06,85.5,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.25,0.55,80.93,92.53,51.86,86.24,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.3,0.5,79.18,92.65,55.65,86.97,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.35,0.45,77.44,92.77,59.44,87.7,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.4,0.4,75.7,92.89,63.22,88.43,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.45,0.35,73.95,93.01,67.01,89.16,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.5,0.3,72.21,93.13,70.8,89.89,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.15,0.55,0.25,70.46,93.25,74.58,90.62,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.15,0.6,0.2,68.72,93.37,78.37,91.35,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.15,0.65,0.15,66.97,93.49,82.16,92.08,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.15,0.7,0.1,65.23,93.61,85.95,92.81,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.15,0.75,0.05,63.49,93.73,89.73,93.55,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.2,0.05,0.7,85.39,90.85,38.81,82.63,PlanExecute,ReAct,Single-slot,Reflection
0.05,0.2,0.1,0.65,83.65,90.97,42.64,83.36,PlanExecute,ReAct,Single-slot,Reflection
0.05,0.2,0.15,0.6,81.9,91.09,46.46,84.1,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.2,0.55,80.16,91.21,50.27,84.83,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.25,0.5,78.41,91.33,54.06,85.56,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.3,0.45,76.67,91.45,57.85,86.29,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.35,0.4,74.93,91.57,61.64,87.02,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.4,0.35,73.18,91.69,65.42,87.75,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.45,0.3,71.44,91.81,69.21,88.48,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.2,0.5,0.25,69.69,91.93,73.0,89.21,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.2,0.55,0.2,67.95,92.05,76.78,89.94,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.2,0.6,0.15,66.2,92.17,80.57,90.67,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.2,0.65,0.1,64.46,92.29,84.36,91.41,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.2,0.7,0.05,62.72,92.41,88.14,92.14,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.25,0.05,0.65,82.88,89.65,41.03,81.96,PlanExecute,ReAct,Single-slot,Reflection
0.05,0.25,0.1,0.6,81.13,89.77,44.85,82.69,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.15,0.55,79.39,89.89,48.67,83.42,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.2,0.5,77.64,90.01,52.47,84.15,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.25,0.45,75.9,90.13,56.26,84.88,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.3,0.4,74.16,90.25,60.05,85.61,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.35,0.35,72.41,90.37,63.83,86.34,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.4,0.3,70.67,90.49,67.62,87.07,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.25,0.45,0.25,68.92,90.61,71.41,87.8,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.25,0.5,0.2,67.18,90.73,75.19,88.53,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.25,0.55,0.15,65.43,90.85,78.98,89.26,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.25,0.6,0.1,63.69,90.97,82.77,90.0,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.25,0.65,0.05,61.95,91.09,86.55,90.73,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.3,0.05,0.6,80.36,88.44,43.24,81.28,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.1,0.55,78.62,88.57,47.06,82.01,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.15,0.5,76.87,88.69,50.88,82.74,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.2,0.45,75.13,88.81,54.67,83.47,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.25,0.4,73.39,88.93,58.46,84.2,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.3,0.35,71.64,89.05,62.25,84.93,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.35,0.3,69.9,89.17,66.03,85.66,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.3,0.4,0.25,68.15,89.29,69.82,86.39,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.3,0.45,0.2,66.41,89.41,73.61,87.12,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.3,0.5,0.15,64.66,89.53,77.39,87.86,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.3,0.55,0.1,62.92,89.65,81.18,88.59,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.3,0.6,0.05,61.18,89.77,84.97,89.32,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.35,0.05,0.55,77.85,87.24,45.45,80.6,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.1,0.5,76.1,87.37,49.27,81.33,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.15,0.45,74.36,87.49,53.08,82.06,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.2,0.4,72.62,87.61,56.87,82.79,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.25,0.35,70.87,87.73,60.66,83.52,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.3,0.3,69.13,87.85,64.44,84.25,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.35,0.35,0.25,67.38,87.97,68.23,84.98,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.35,0.4,0.2,65.64,88.09,72.02,85.71,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.35,0.45,0.15,63.9,88.21,75.8,86.45,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.35,0.5,0.1,62.15,88.33,79.59,87.18,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.35,0.55,0.05,60.41,88.45,83.38,87.91,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.4,0.05,0.5,75.33,86.04,47.66,79.92,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.4,0.1,0.45,73.59,86.16,51.48,80.65,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.4,0.15,0.4,71.85,86.29,55.28,81.38,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.4,0.2,0.35,70.1,86.41,59.07,82.11,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.4,0.25,0.3,68.36,86.53,62.85,82.84,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.4,0.3,0.25,66.61,86.65,66.64,83.57,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.4,0.35,0.2,64.87,86.77,70.43,84.31,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.4,0.4,0.15,63.13,86.89,74.21,85.04,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.4,0.45,0.1,61.38,87.01,78.0,85.77,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.4,0.5,0.05,59.64,87.13,81.79,86.5,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.45,0.05,0.45,72.82,84.84,49.88,79.24,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.45,0.1,0.4,71.08,84.96,53.69,79.97,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.45,0.15,0.35,69.33,85.08,57.48,80.7,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.45,0.2,0.3,67.59,85.21,61.27,81.43,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.45,0.25,0.25,65.84,85.33,65.05,82.17,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.45,0.3,0.2,64.1,85.45,68.84,82.9,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.45,0.35,0.15,62.36,85.57,72.63,83.63,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.45,0.4,0.1,60.61,85.69,76.41,84.36,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.45,0.45,0.05,58.87,85.81,80.2,85.09,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.5,0.05,0.4,70.31,83.64,52.09,78.56,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.5,0.1,0.35,68.56,83.76,55.89,79.29,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.5,0.15,0.3,66.82,83.88,59.68,80.02,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.5,0.2,0.25,65.07,84.0,63.46,80.76,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.5,0.25,0.2,63.33,84.13,67.25,81.49,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.5,0.3,0.15,61.59,84.25,71.04,82.22,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.5,0.35,0.1,59.84,84.37,74.82,82.95,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.5,0.4,0.05,58.1,84.49,78.61,83.68,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.55,0.05,0.35,67.79,82.44,54.3,77.88,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.55,0.1,0.3,66.05,82.56,58.09,78.62,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.55,0.15,0.25,64.3,82.68,61.88,79.35,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.55,0.2,0.2,62.56,82.8,65.66,80.08,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.55,0.25,0.15,60.82,82.92,69.45,80.81,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.55,0.3,0.1,59.07,83.05,73.24,81.54,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.55,0.35,0.05,57.33,83.17,77.02,82.27,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.6,0.05,0.3,65.28,81.24,56.5,77.21,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.6,0.1,0.25,63.53,81.36,60.29,77.94,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.6,0.15,0.2,61.79,81.48,64.07,78.67,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.6,0.2,0.15,60.05,81.6,67.86,79.4,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.6,0.25,0.1,58.3,81.72,71.65,80.13,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.6,0.3,0.05,56.56,81.84,75.43,80.86,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.65,0.05,0.25,62.76,80.04,58.7,76.53,PlanExecute,Single-slot,ReAct,Reflection
0.05,0.65,0.1,0.2,61.02,80.16,62.48,77.26,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.65,0.15,0.15,59.28,80.28,66.27,77.99,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.65,0.2,0.1,57.53,80.4,70.06,78.72,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.65,0.25,0.05,55.79,80.52,73.84,79.45,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.7,0.05,0.2,60.25,78.84,60.9,75.85,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.7,0.1,0.15,58.51,78.96,64.68,76.58,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.7,0.15,0.1,56.76,79.08,68.47,77.31,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.7,0.2,0.05,55.02,79.2,72.26,78.04,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.75,0.05,0.15,57.74,77.64,63.09,75.17,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.75,0.1,0.1,55.99,77.76,66.88,75.9,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.75,0.15,0.05,54.25,77.88,70.67,76.63,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.8,0.05,0.1,55.22,76.44,65.29,74.49,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.8,0.1,0.05,53.48,76.56,69.08,75.22,PlanExecute,Single-slot,Reflection,ReAct
0.05,0.85,0.05,0.05,52.71,75.24,67.49,73.81,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.05,0.05,0.8,92.12,93.57,34.76,84.13,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.05,0.1,0.75,90.38,93.69,38.58,84.86,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.05,0.15,0.7,88.64,93.81,42.4,85.59,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.05,0.2,0.65,86.89,93.93,46.22,86.32,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.05,0.25,0.6,85.15,94.05,50.03,87.05,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.3,0.55,83.4,94.17,53.82,87.79,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.35,0.5,81.66,94.29,57.61,88.52,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.4,0.45,79.91,94.41,61.39,89.25,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.45,0.4,78.17,94.53,65.18,89.98,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.5,0.35,76.43,94.65,68.97,90.71,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.55,0.3,74.68,94.77,72.75,91.44,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.05,0.6,0.25,72.94,94.89,76.54,92.17,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.05,0.65,0.2,71.19,95.02,80.33,92.9,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.05,0.7,0.15,69.45,95.14,84.11,93.63,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.05,0.75,0.1,67.7,95.26,87.9,94.36,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.05,0.8,0.05,65.96,95.38,91.69,95.1,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.1,0.05,0.75,89.61,92.37,36.97,83.45,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.1,0.1,0.7,87.87,92.49,40.79,84.18,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.1,0.15,0.65,86.12,92.61,44.61,84.91,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.1,0.2,0.6,84.38,92.73,48.43,85.65,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.25,0.55,82.63,92.85,52.23,86.38,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.3,0.5,80.89,92.97,56.02,87.11,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.35,0.45,79.14,93.09,59.81,87.84,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.4,0.4,77.4,93.21,63.59,88.57,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.45,0.35,75.66,93.33,67.38,89.3,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.5,0.3,73.91,93.45,71.17,90.03,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.1,0.55,0.25,72.17,93.57,74.95,90.76,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.1,0.6,0.2,70.42,93.69,78.74,91.49,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.1,0.65,0.15,68.68,93.82,82.53,92.22,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.1,0.7,0.1,66.93,93.94,86.31,92.95,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.1,0.75,0.05,65.19,94.06,90.1,93.69,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.15,0.05,0.7,87.1,91.17,39.18,82.77,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.15,0.1,0.65,85.35,91.29,43.0,83.5,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.15,0.15,0.6,83.61,91.41,46.82,84.24,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.2,0.55,81.86,91.53,50.64,84.97,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.25,0.5,80.12,91.65,54.43,85.7,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.3,0.45,78.37,91.77,58.22,86.43,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.35,0.4,76.63,91.89,62.0,87.16,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.4,0.35,74.89,92.01,65.79,87.89,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.45,0.3,73.14,92.13,69.58,88.62,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.15,0.5,0.25,71.4,92.25,73.36,89.35,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.15,0.55,0.2,69.65,92.37,77.15,90.08,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.15,0.6,0.15,67.91,92.49,80.94,90.81,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.15,0.65,0.1,66.16,92.61,84.72,91.55,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.15,0.7,0.05,64.42,92.74,88.51,92.28,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.2,0.05,0.65,84.58,89.97,41.39,82.1,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.2,0.1,0.6,82.84,90.09,45.22,82.83,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.2,0.15,0.55,81.09,90.21,49.03,83.56,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.2,0.5,79.35,90.33,52.84,84.29,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.25,0.45,77.6,90.45,56.63,85.02,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.3,0.4,75.86,90.57,60.41,85.75,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.35,0.35,74.12,90.69,64.2,86.48,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.4,0.3,72.37,90.81,67.99,87.21,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.2,0.45,0.25,70.63,90.93,71.77,87.94,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.2,0.5,0.2,68.88,91.05,75.56,88.67,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.2,0.55,0.15,67.14,91.17,79.35,89.41,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.2,0.6,0.1,65.39,91.29,83.14,90.14,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.2,0.65,0.05,63.65,91.41,86.92,90.87,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.25,0.05,0.6,82.07,88.77,43.61,81.42,PlanExecute,ReAct,Single-slot,Reflection
0.1,0.25,0.1,0.55,80.32,88.89,47.43,82.15,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.15,0.5,78.58,89.01,51.24,82.88,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.2,0.45,76.83,89.13,55.04,83.61,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.25,0.4,75.09,89.25,58.83,84.34,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.3,0.35,73.35,89.37,62.61,85.07,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.35,0.3,71.6,89.49,66.4,85.8,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.25,0.4,0.25,69.86,89.61,70.19,86.53,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.25,0.45,0.2,68.11,89.73,73.97,87.26,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.25,0.5,0.15,66.37,89.85,77.76,88.0,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.25,0.55,0.1,64.62,89.97,81.55,88.73,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.25,0.6,0.05,62.88,90.09,85.33,89.46,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.3,0.05,0.55,79.55,87.57,45.82,80.74,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.1,0.5,77.81,87.69,49.64,81.47,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.15,0.45,76.06,87.81,53.45,82.2,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.2,0.4,74.32,87.93,57.24,82.93,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.25,0.35,72.58,88.05,61.02,83.66,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.3,0.3,70.83,88.17,64.81,84.39,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.35,0.25,69.09,88.29,68.6,85.12,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.3,0.4,0.2,67.34,88.41,72.38,85.86,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.3,0.45,0.15,65.6,88.53,76.17,86.59,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.3,0.5,0.1,63.86,88.65,79.96,87.32,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.3,0.55,0.05,62.11,88.77,83.74,88.05,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.35,0.05,0.5,77.04,86.37,48.03,80.06,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.1,0.45,75.29,86.49,51.85,80.79,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.15,0.4,73.55,86.61,55.65,81.52,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.2,0.35,71.81,86.73,59.44,82.25,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.25,0.3,70.06,86.85,63.22,82.98,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.3,0.25,68.32,86.97,67.01,83.71,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.35,0.35,0.2,66.57,87.09,70.8,84.45,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.35,0.4,0.15,64.83,87.21,74.58,85.18,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.35,0.45,0.1,63.09,87.33,78.37,85.91,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.35,0.5,0.05,61.34,87.45,82.16,86.64,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.4,0.05,0.45,74.52,85.17,50.24,79.38,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.4,0.1,0.4,72.78,85.29,54.06,80.11,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.4,0.15,0.35,71.04,85.41,57.85,80.84,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.4,0.2,0.3,69.29,85.53,61.63,81.57,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.4,0.25,0.25,67.55,85.65,65.42,82.31,PlanExecute,Single-slot,ReAct,Reflection
0.1,0.4,0.3,0.2,65.8,85.77,69.21,83.04,PlanExecute,Single-slot,Reflection,ReAct
0.1,0.4,0.35,0.15,64.06,85.89,72.99,83.77,PlanExecute,Single-slot,Reflection,ReAct
